id,username,date,time,tweet,user_id,timezone,mentions,hashtags,replies_count,likes_count,retweets_count,replies_count
1339295506938421252,eynews,2020-12-17,01:15:06,How can trust accelerate #transformation? Learn how @EYnews and @Microsoft co-developed the first #blockchain-based financial system of records for @Xbox in @techreview by EY’s @marco_vernocchi &amp; Errol Gardner.  https://t.co/jzlu9DgvT6 #TrustedIntelligence  https://t.co/qCSkGNlDjT,70001932,+0530,"[{'screen_name': 'eynews', 'name': 'ey', 'id': '70001932'}, {'screen_name': 'microsoft', 'name': 'microsoft', 'id': '74286565'}, {'screen_name': 'xbox', 'name': 'xbox', 'id': '24742040'}, {'screen_name': 'techreview', 'name': 'mit technology review', 'id': '15808647'}, {'screen_name': 'marco_vernocchi', 'name': 'marco vernocchi ey', 'id': '1301156903813345280'}]","['transformation', 'blockchain', 'trustedintelligence']",1,13,5,1
1339251693242953728,eynews,2020-12-16,22:21:00,"With the use of #AI &amp; real-time data sharing, health outcomes can be predicted faster &amp; preventative interventions implemented sooner. Explore our new #SmartHealth platform.",70001932,+0530,[],"['ai', 'smarthealth']",0,5,0,0
1339118063833083905,eynews,2020-12-16,13:30:00,"How can agile, user-centered design help preserve the vital connection between mentors and students?  Explore five recommendations for educational and mentoring organizations as they go about virtualizing their programs. #BetterWorkingWorld",70001932,+0530,[],['betterworkingworld'],0,3,2,0
1339087867310641161,eynews,2020-12-16,11:30:01,"How are you rethinking your strategy in a world where people are completely reimagining how they live, learn, work and consume? Discover how our insights and solutions could unlock new opportunities to #ReframeYourFuture  https://t.co/vAx54Uvi6N  https://t.co/xv3AlSBCOw",70001932,+0530,[],['reframeyourfuture'],0,14,3,0
1338861572358213646,eynews,2020-12-15,20:30:48,"In the documentary feature The #Unstoppables, 7 unstoppable entrepreneurs share what it takes to unlock new opportunities during this unprecedented time. Watch now:  https://t.co/YOwPvjSF9z #WEOY @CNBCCatalyst  https://t.co/5czeeew4Un",70001932,+0530,"[{'screen_name': 'cnbccatalyst', 'name': 'cnbc catalyst', 'id': '701814706114338816'}]","['unstoppables', 'weoy']",1,4,3,1
1338755680975675393,eynews,2020-12-15,13:30:01,"During the crisis, #power and #utility companies have performed relatively well in addressing the concerns of employees, consumers, shareholders and broader society, but we believe there is an opportunity to do more. Discover here #BetterWorkingWorld",70001932,+0530,[],"['power', 'utility', 'betterworkingworld']",0,14,4,0
1338393289637019649,eynews,2020-12-14,13:30:01,"As impact enterprises came under threat with #COVID19, TRANSFORM built a new digital platform to help them survive and thrive. Explore this collaborative platform and how it can help you build #resilience. #BetterWorkingWorld",70001932,+0530,[],"['covid19', 'resilience', 'betterworkingworld']",1,13,6,1
1338030901037510657,eynews,2020-12-13,13:30:00,Each financial institution (FI) must thoughtfully consider its own needs and capabilities. A 5-minute read on how multi-cloud strategies can help #FI achieve important business objectives. #BetterWorkingWorld,70001932,+0530,[],"['fi', 'betterworkingworld']",0,7,1,0
1337789306690220033,eynews,2020-12-12,21:30:00,Are you reframing your future or is the future reframing you?  The #COVID19 pandemic has thrust the global economy onto a new trajectory. Understanding the impact of megatrends can help leaders look ahead and make the right strategic choices for future growth. #ReframeYourFuture,70001932,+0530,[],"['covid19', 'reframeyourfuture']",0,8,2,0
1337668512869920769,eynews,2020-12-12,13:30:00,Improving the controls environment as part of an IT service management (ITSM) implementation requires careful planning and sharp execution. Explore how this can generate accurate data and increase efficiency. #BetterWorkingWorld,70001932,+0530,[],['betterworkingworld'],0,6,3,0
1337513742385508356,eynews,2020-12-12,03:15:00,How can boards work with CEOs to leverage disruption and reframe their organizations’ futures on the path to recovery in 2021 and beyond? #ReframeYourFuture #BetterWorkingWorld,70001932,+0530,[],"['reframeyourfuture', 'betterworkingworld']",0,4,0,0
1337428636253581312,eynews,2020-12-11,21:36:49,"The agreements between stakeholders in society, such as citizens, governments, workers and employers are on an unsustainable trajectory. But as we move into 2021, we want to know your views on who should be responsible for repairing these social contracts? #BetterWorkingWorld",70001932,+0530,[],['betterworkingworld'],0,8,2,0
1337396729860251649,eynews,2020-12-11,19:30:02,Get up to speed with our insights on the working world that might help you build #resilience and transform your business. #ReframeYourFuture #BetterWorkingWorld  https://t.co/na2jdmnhYk,70001932,+0530,[],"['resilience', 'reframeyourfuture', 'betterworkingworld']",0,5,1,0
1337332530534469634,eynews,2020-12-11,15:14:56,Waves of consolidation are rapidly reshaping the payment acceptance segment — creating a global market dominated by just a few suppliers. Find out what strategy banks can consider. #BetterWorkingWorld,70001932,+0530,[],['betterworkingworld'],0,10,1,0
1337219049948901382,eynews,2020-12-11,07:44:00,@pantone We see what you did there. Cheers to yellow and gray everywhere!,70001932,+0530,[],[],2,12,0,2
1337054287000723457,eynews,2020-12-10,20:49:17,"Even before #COVID19, it was becoming more difficult to run businesses, with process, regulation and red tape distractions. EY #ManagedServices lifts this burden so leaders can focus on building better businesses.  https://t.co/aC3f2nBYlf #EYGlobalManagedServices  https://t.co/hbpfXa3INP",70001932,+0530,[],"['covid19', 'managedservices', 'eyglobalmanagedservices']",0,2,1,0
1336702152241074176,eynews,2020-12-09,21:30:02,Discover the three critical core components of the People Value Chain that can drive HR #transformation.  1. Digital people team 2. People consultants 3. Virtual global business services  #ReframeYourFuture,70001932,+0530,[],"['transformation', 'reframeyourfuture']",0,8,1,0
1336621615329800192,eynews,2020-12-09,16:10:00,"As #COVID19 continues to disrupt the global business environment, we explore how businesses plan to invest Europe in the post-pandemic world, and map how it has changed since the start of the global pandemic. Learn more:  https://t.co/1e5P91mT0d #EYAttract  https://t.co/pZVSXjqFVM",70001932,+0530,[],"['covid19', 'eyattract']",0,11,3,0
1336600509185048576,eynews,2020-12-09,14:46:08,"Interconnecting people, the environment, and infrastructure as a unified, intelligent, #data-optimized system of care is the point where #health becomes smart. #BetterWorkingWorld",70001932,+0530,[],"['data', 'health', 'betterworkingworld']",0,7,1,0
1336218958798737410,eynews,2020-12-08,13:30:00,"To effectively scale #digital investments, the organization needs to be empowered with the right skills.  Find out how our EY Digital Investment Index report can help leaders understand how to improve their strategy &amp; enhance their ROI. #BetterWorkingWorld",70001932,+0530,[],"['digital', 'betterworkingworld']",0,6,0,0
1336008829897748481,eynews,2020-12-07,23:35:01,"Last week, at the @BloombergLive #SustainableBizSummit Global, @JAWorldwide CEO @asheeshadvani and @Julie_Teigland discussed how companies and #GenZ can work together to build a #BetterWorkingWorld.   Watch back here  https://t.co/9V92ROUimC  https://t.co/mjAZXnFzbX",70001932,+0530,"[{'screen_name': 'bloomberglive', 'name': 'bloomberg live', 'id': '237417499'}, {'screen_name': 'jaworldwide', 'name': 'ja worldwide', 'id': '1133819209'}, {'screen_name': 'asheeshadvani', 'name': 'asheesh advani', 'id': '95217509'}, {'screen_name': 'julie_teigland', 'name': 'julie teigland', 'id': '1951758194'}]","['sustainablebizsummit', 'genz', 'betterworkingworld']",0,6,3,0
1335856576310099969,eynews,2020-12-07,13:30:01,Intelligent tools are being developed that enable teams to identify and highlight privacy issues.   A 4-minute read on how to create value in data without compromising privacy - unlocking potential for future value. #BetterWorkingWorld,70001932,+0530,[],['betterworkingworld'],0,8,2,0
1335584784597229569,eynews,2020-12-06,19:30:01,"Are you reframing your future or is the future reframing you? Find out how to #ReframeYourFuture and uncover new opportunities for the now, next and beyond. #BetterWorkingWorld",70001932,+0530,[],"['reframeyourfuture', 'betterworkingworld']",10,15,6,10
1335566157831659520,eynews,2020-12-06,18:16:00,"A year ago we couldn’t have anticipated the health crisis that would unfold. Our Global Vice Chair – Industry, @ShaunCrawfordEY, reflects on 2020 and explores 6 key trends that have shaped industries and the lives of the people they serve. Read now:  https://t.co/hhtAUzTTfw",70001932,+0530,"[{'screen_name': 'shauncrawfordey', 'name': 'shaun crawford', 'id': '763874832'}]",[],0,8,2,0
1335494188943638531,eynews,2020-12-06,13:30:01,How will you give customers something they truly value? Explore these three elements that can help you create a relevant proposition:  1.Time saver 2.Problem solver 3.Experience creator  #BetterWorkingWorld,70001932,+0530,[],['betterworkingworld'],0,10,2,0
1335131795247878146,eynews,2020-12-05,13:30:00,"There has been a surge of interest in green hydrogen this year, highlighting its potential to support decarbonization. However, it has yet to reach scale. Explore what governments and investors can do. #BetterWorkingWorld",70001932,+0530,[],['betterworkingworld'],0,12,4,0
1334875122436628481,eynews,2020-12-04,20:30:04,"We will help you create long-term value for all stakeholders through our latest insights – creating a #BetterWorkingWorld for people, clients and society. #ReframeYourFuture  https://t.co/QMi6FTx4hY  https://t.co/xadKXdjt5G",70001932,+0530,[],"['betterworkingworld', 'reframeyourfuture']",0,4,0,0
1334862029157490688,eynews,2020-12-04,19:38:02,"For more trends on the holiday shopping season and on our EY #FutureConsumerIndex findings, read the latest blog from @KristinaRRogers, our Global Consumer Leader.  https://t.co/kkI5Cq6pBW (8/8)",70001932,+0530,"[{'screen_name': 'kristinarrogers', 'name': 'kristina rogers', 'id': '2207854854'}]",['futureconsumerindex'],0,0,0,0
1334861612839301120,eynews,2020-12-04,19:36:23,Two key questions that brands and retailers will have to ask themselves:   - How do you improve your understanding of what consumers want when they shop online? - How do you get and hold the consumer’s attention?  #FutureConsumerIndex #COVID19 (7/8),70001932,+0530,[],"['futureconsumerindex', 'covid19']",1,5,0,1
1334861451601846274,eynews,2020-12-04,19:35:45,How long will the impact of the #COVID19 pandemic last and keep impacting brands and retailers?  37% of people surveyed think it will last longer than a year.  #FutureConsumerIndex (6/8)  https://t.co/zCMQtBG4QX,70001932,+0530,[],"['covid19', 'futureconsumerindex']",1,5,1,1
1334861218671177728,eynews,2020-12-04,19:34:49,Online shopping habits will vary based on the country you live in and the products you’re buying beyond #COVID19.  64% of UK consumers say they will buy tech products online while only 18% of Americans will shop for fresh food online.   #FutureConsumerIndex (5/8)  https://t.co/iI7m8h9DCv,70001932,+0530,[],"['covid19', 'futureconsumerindex']",1,0,1,1
1334860855868059661,eynews,2020-12-04,19:33:23,"We asked @KristinaRRogers, our EY Global Consumer Leader, for her thoughts on the shift to e-commerce.   #FutureConsumerIndex (4/8)  https://t.co/HHBbL5UDMu",70001932,+0530,"[{'screen_name': 'kristinarrogers', 'name': 'kristina rogers', 'id': '2207854854'}]",['futureconsumerindex'],1,1,0,1
1334860593770209280,eynews,2020-12-04,19:32:20,Poll: Do you believe the online shopping trend will stick post-pandemic?  Tell us where you plan to do your shopping this holiday season.  #FutureConsumerIndex #CyberMonday #PrimeDay #BlackFriday (3/8),70001932,+0530,[],"['futureconsumerindex', 'cybermonday', 'primeday', 'blackfriday']",1,2,3,1
1334860306431025153,eynews,2020-12-04,19:31:12,"39% of consumers will shop more online for things they used to buy in stores pre-#COVID19.  In a category like packaged food, where previously only 3.1% was bought online globally, consumers are now willing to purchase 10% of this category online.  #FutureConsumerIndex (2/8)",70001932,+0530,[],"['covid19', 'futureconsumerindex']",1,1,0,1
1334860042684739586,eynews,2020-12-04,19:30:09,"What are your plans for the holiday shopping season?  Our EY #FutureConsumerIndex found that 91% of consumers participating in holiday sales will do most of their shopping online, because of the #COVID19 pandemic.  #OnlineShopping a THREAD (1/8)  https://t.co/JAvG6c7cqu",70001932,+0530,[],"['futureconsumerindex', 'covid19', 'onlineshopping']",1,9,3,1
1334799723295731712,eynews,2020-12-04,15:30:28,"By adapting privacy policies to align with consumer expectations and meet evolving needs, organizations can stand out from the crowd and build a significant competitive advantage. #BetterWorkingWorld",70001932,+0530,[],['betterworkingworld'],1,14,3,1
1334588230314897408,eynews,2020-12-04,01:30:04,How do we positively shape our future through technology? Join our Global Chief #Innovation Officer @Jeff__Wong and our Global #AI Leader Nigel Duffy at @Reuters_Tech #MOMENTUM on Dec. 9. Register now:  https://t.co/txbcRurNAA  https://t.co/end3PXPTXH,70001932,+0530,"[{'screen_name': 'jeff__wong', 'name': 'jeff wong', 'id': '3285755682'}, {'screen_name': 'reuters_tech', 'name': 'reuters events technology', 'id': '4275335782'}]","['innovation', 'ai', 'momentum']",0,11,5,0
1334477108710666241,eynews,2020-12-03,18:08:30,EY is focused on ever-more inclusion for people with disabilities says @Carmine_DiSibio in conversation with @CarolineBinc   #BetterWorkingWorld #IDPD2020  https://t.co/zyNaB6FhZ1,70001932,+0530,"[{'screen_name': 'carmine_disibio', 'name': 'carmine di sibio', 'id': '1086200561152724994'}, {'screen_name': 'carolinebinc', 'name': 'caroline casey', 'id': '164643273'}]","['betterworkingworld', 'idpd2020']",2,10,1,2
1334475955621015555,eynews,2020-12-03,18:03:55,Inclusive leadership is key for achieving growth post #COVID19 says @CarolineBinc in conversation with @Carmine_DiSibio   #BetterWorkingWorld #IDPD2020  https://t.co/nEQmbmNYsC,70001932,+0530,"[{'screen_name': 'carolinebinc', 'name': 'caroline casey', 'id': '164643273'}, {'screen_name': 'carmine_disibio', 'name': 'carmine di sibio', 'id': '1086200561152724994'}]","['covid19', 'betterworkingworld', 'idpd2020']",1,4,1,1
1334475202688901121,eynews,2020-12-03,18:00:56,"As an organization with over 300,000 people globally, leading inclusively is especially important for EY to thrive says @Carmine_DiSibio in conversation with @CarolineBinc   #BetterWorkingWorld #IDPD2020  https://t.co/yaLtsJoMHm",70001932,+0530,"[{'screen_name': 'carmine_disibio', 'name': 'carmine di sibio', 'id': '1086200561152724994'}, {'screen_name': 'carolinebinc', 'name': 'caroline casey', 'id': '164643273'}]","['betterworkingworld', 'idpd2020']",1,5,2,1
1334474148370853888,eynews,2020-12-03,17:56:44,EY has a legacy of supporting disability inclusion and belonging says @Carmine_DiSibio in conversation with @CarolineBinc   #BetterWorkingWorld #IDPD2020  https://t.co/urhUp6lYhm,70001932,+0530,"[{'screen_name': 'carmine_disibio', 'name': 'carmine di sibio', 'id': '1086200561152724994'}, {'screen_name': 'carolinebinc', 'name': 'caroline casey', 'id': '164643273'}]","['betterworkingworld', 'idpd2020']",1,5,2,1
1334467507420278786,eynews,2020-12-03,17:30:21,"Today is International Day of Persons with Disabilities, a day of focus on disability inclusion.   @Carmine_DiSibio recently spoke with @CarolineBinc about the importance of ensuring inclusion for all.    An inclusive culture is ours to build. #BetterWorkingWorld #IDPD2020  https://t.co/J8UA9ftC19",70001932,+0530,"[{'screen_name': 'carmine_disibio', 'name': 'carmine di sibio', 'id': '1086200561152724994'}, {'screen_name': 'carolinebinc', 'name': 'caroline casey', 'id': '164643273'}]","['betterworkingworld', 'idpd2020']",1,48,15,1
1334459321263001600,eynews,2020-12-03,16:57:49,#COVID19 has exposed long-standing weaknesses in how businesses manufacture and sell goods. In our latest article we explore the role that digitization and automation can play to help businesses overcome these weaknesses:  https://t.co/jneXjb732J #BetterWorkingWorld  https://t.co/53KO4EXsyA,70001932,+0530,[],"['covid19', 'betterworkingworld']",0,6,1,0
1334407023220436993,eynews,2020-12-03,13:30:01,By looking beyond the disruption caused by #COVID19 private boards can thrive and emerge from the pandemic much stronger. Explore how you can build a better enterprise. #BetterWorkingWorld,70001932,+0530,[],"['covid19', 'betterworkingworld']",0,14,2,0
1334188077460430856,eynews,2020-12-02,23:00:00,Are you reframing your future or is the future reframing you? Discover insights and solutions that could unlock new opportunities to #ReframeYourFuture and help us build a #BetterWorkingWorld,70001932,+0530,[],"['reframeyourfuture', 'betterworkingworld']",0,9,2,0
1334153283452080128,eynews,2020-12-02,20:41:44,"For those at the leading edge of value creation, their foresight has enabled them to edge their businesses even further forward. Discover how to have a clear view for effective business continuity and #resilience. #BetterWorkingWorld",70001932,+0530,[],"['resilience', 'betterworkingworld']",0,5,0,0
1334100251528060933,eynews,2020-12-02,17:11:01,"We are proud to be working with #ExtremeE.  As part of our collaboration, we will develop a Social and Environmental Impact Assessment framework to measure, monitor and manage the direct and indirect carbon footprint of the race series.  https://t.co/WutjNj4Waj #EYEnergy  https://t.co/xSH7qVHVO2",70001932,+0530,[],"['extremee', 'eyenergy']",0,14,4,0
1333803044815982592,eynews,2020-12-01,21:30:01,"Understanding how to ask the right questions, who to ask and where to find the answers, is critical in making any strategy work.  Find out how you can get fresh perspectives and better outcomes through right conversations. #ReframeYourFuture",70001932,+0530,[],['reframeyourfuture'],0,13,4,0
1333682245123522560,eynews,2020-12-01,13:30:00,Got some time? A long-read on how different countries are exploring innovative ways to meet their renewable #energy targets and secure a net-zero future. #BetterWorkingWorld #RECAI,70001932,+0530,[],"['energy', 'betterworkingworld', 'recai']",0,6,2,0
1333440660486012929,eynews,2020-11-30,21:30:02,By taking a future-back approach connecting megatrends-based scenarios with concrete strategic actions that companies can position themselves today for long-term success.  Discover how you can #ReframeYourFuture.,70001932,+0530,[],['reframeyourfuture'],0,6,2,0
1333319855978647552,eynews,2020-11-30,13:30:00,"5 min read: what you need to know about loyal and vocal customers.  To win them takes an obsessive approach to customer experience that unites processes, #technology and culture. #BetterWorkingWorld",70001932,+0530,[],"['technology', 'betterworkingworld']",0,3,1,0
1333078268828811264,eynews,2020-11-29,21:30:01,The primary aim of the new people function is to contribute #value in terms the business recognizes and respects. The #HR function has to find new ways to be accountable and measure its own success.  Explore how to #ReframeYourFuture,70001932,+0530,[],"['value', 'hr', 'reframeyourfuture']",0,16,6,0
1332957470642212864,eynews,2020-11-29,13:30:00,Are you listening to your employees? Companies that listen closely can help build an organization that puts its people at the center.  Discover the importance of Employee Experience (EX) program and how it can deliver future business success. #BetterWorkingWorld,70001932,+0530,[],['betterworkingworld'],0,25,2,0
1332715881969770498,eynews,2020-11-28,21:30:01,"This time of disruption is also a time of opportunity. We have collected insights and solutions from different industries that can help you thrive now, next and beyond. #ReframeYourFuture",70001932,+0530,[],['reframeyourfuture'],0,22,1,0
1332655481651945473,eynews,2020-11-28,17:30:01,Leading organizations draw on their purpose to inform critical business decisions.  Our Global Long-Term Value leader Monica Dimitracopoulos shares her thoughts on how to build a #BetterWorkingWorld by moving corporate purpose from ambition to action.   https://t.co/2u0cowhlLl,70001932,+0530,[],['betterworkingworld'],0,12,3,0
1332595082902454273,eynews,2020-11-28,13:30:00,Address these four imperatives for digitizing and automating supply chain and you could withstand the disruptive forces of tomorrow:  1. Intelligence 2. Architecture 3. Operational excellence and planning 4. #Resilience  #BetterWorkingWorld,70001932,+0530,[],"['resilience', 'betterworkingworld']",0,11,5,0
1332353493739442178,eynews,2020-11-27,21:30:01,"By asking you new and different questions, we can help you find new and different answers. Explore how you can #ReframeYourFuture.",70001932,+0530,[],['reframeyourfuture'],0,8,0,0
1332277992123478018,eynews,2020-11-27,16:30:00,"As organizations focus on increasing their resilience, there is a window of opportunity to strategically reimagine how they operate. 12 insights for how you can restart your business during these challenging times. #BetterWorkingWorld",70001932,+0530,[],['betterworkingworld'],0,7,1,0
1332232696668377090,eynews,2020-11-27,13:30:01,"Bringing people, processes, tools and #data together through integrated #technology can drive value across oil and gas. Learn more about holistic transformation and how it can navigate energy transition. #BetterWorkingWorld",70001932,+0530,[],"['data', 'technology', 'betterworkingworld']",0,4,1,0
1331991111175340032,eynews,2020-11-26,21:30:02,"How can your organization rebuild and operate, not for business as usual, but for business as better?  Find out how our insights can help you unlock new opportunities in this unprecedented era. #ReframeYourFuture",70001932,+0530,[],['reframeyourfuture'],0,9,3,0
1331870310963027971,eynews,2020-11-26,13:30:01,"By developing a future-fit workforce, boards can position their organizations for future success and contribute to a lasting systemic change. Explore how to focus on long-term value and drive transformation in a post-#COVID19 world. #BetterWorkingWorld",70001932,+0530,[],"['covid19', 'betterworkingworld']",0,10,4,0
1331622421296721925,eynews,2020-11-25,21:05:00,- Corporate and growth strategy - Transaction strategy - Turnaround strategy  @EY_Parthenon helps CEOs reframe their future with real-world strategies.  #RealWorldStrategy,70001932,+0530,"[{'screen_name': 'ey_parthenon', 'name': 'ey-parthenon', 'id': '425593147'}]",['realworldstrategy'],0,10,0,0
1331598520206254086,eynews,2020-11-25,19:30:01,"Short on time? We summarize 19 insights that will help your business in leadership, talent, technology and resilient operation after the arrival of COVID-19 forced a rapid evolution in how companies operate. #BetterWorkingWorld",70001932,+0530,[],['betterworkingworld'],0,10,2,0
1331507924091322368,eynews,2020-11-25,13:30:01,"Organizations must put employee well-being, diversity and culture at the center of a reimagined workplace. Find out why employers should put talent at the core of their strategy. #BetterWorkingWorld",70001932,+0530,[],['betterworkingworld'],0,16,3,0
1331236128960118784,eynews,2020-11-24,19:30:00,"You must rethink your strategy in a world where people are completely reimagining how they live, learn, work and consume. Discover how enterprise #resilience can help you find new and different answers. #ReframeYourFuture",70001932,+0530,[],"['resilience', 'reframeyourfuture']",0,17,1,0
1331145531377192960,eynews,2020-11-24,13:30:00,"By employing the four critical approaches, business can truly transform in a time of rapid change: 1. Up the humanity 2. Remove friction 3. Value inclusion 4. Deliver at speed #BetterWorkingWorld",70001932,+0530,[],['betterworkingworld'],0,17,4,0
1330903938888069120,eynews,2020-11-23,21:30:00,The forces of change are reshaping our world today. Explore how we can work with you to help prioritize your objectives and create a dynamic future-back plan. #ReframeYourFuture,70001932,+0530,[],['reframeyourfuture'],0,9,0,0
1330783145491374082,eynews,2020-11-23,13:30:01,"CFOs should think beyond the challenges of today and reimagine the future to understand how they and their teams should change. Find out how you can thrive now, next and beyond. #BetterWorkingWorld",70001932,+0530,[],['betterworkingworld'],1,25,5,1
1330511355317678082,eynews,2020-11-22,19:30:01,"The future of the working world may look very different in the aftermath of the crisis. By looking ahead through a new, transformative lens, your organization can reframe its future. #ReframeYourFuture",70001932,+0530,[],['reframeyourfuture'],1,30,6,1
1330420755851485184,eynews,2020-11-22,13:30:00,An organization’s ability to create long-term value depends on harnessing the power of #trust and #data. Leaders need to see the power of #TrustedIntelligence to help them drive innovation and performance. #BetterWorkingWorld,70001932,+0530,[],"['trust', 'data', 'trustedintelligence', 'betterworkingworld']",0,15,3,0
1330179161218945024,eynews,2020-11-21,21:30:00,"To effectively reinvent your business during this crisis, you need to embrace #transformation to drive growth. Learn how you can find the right path and create value. #ReframeYourFuture",70001932,+0530,[],"['transformation', 'reframeyourfuture']",0,19,4,0
1330058371836219392,eynews,2020-11-21,13:30:01,Commitment to #purpose must be demonstrated at every level of the organization. Discover how it can help you define and deliver against long-term value creation strategies. #BetterWorkingWorld,70001932,+0530,[],"['purpose', 'betterworkingworld']",0,11,5,0
1329816774670503939,eynews,2020-11-20,21:30:00,The shift to digital taking place amid the #COVID19 pandemic creates huge opportunities for organizations to reframe the future of their industry and reimagine how they operate. #BetterWorkingWorld #ReframeYourFuture,70001932,+0530,[],"['covid19', 'betterworkingworld', 'reframeyourfuture']",0,15,1,0
1329786581411110912,eynews,2020-11-20,19:30:01,"More than ever, we believe in the importance of harnessing technology at speed and driving innovation at scale, while ensuring humans are put firmly at the center of every transformation initiative. #BetterWorkingWorld #ReframeYourFuture",70001932,+0530,[],"['betterworkingworld', 'reframeyourfuture']",0,10,2,0
1329695977993887745,eynews,2020-11-20,13:30:00,This rapidly evolving digital taxation landscape poses risks for technology businesses and companies in traditional industry sectors. Explore what tax leaders should do now. #BetterWorkingWorld,70001932,+0530,[],['betterworkingworld'],1,8,1,1
1329454387069034496,eynews,2020-11-19,21:30:00,"Better health, connectivity, relationships, ingenuity and accountability: find out more about these 5 dimensions that can help businesses recover now, next and beyond. #ReframeYourFuture #BetterWorkingWorld",70001932,+0530,[],"['reframeyourfuture', 'betterworkingworld']",0,17,2,0
1329333589415239681,eynews,2020-11-19,13:30:00,Many Global Business Services organizations struggle to become the company’s digital transformation engine due to lack of resources. Learn this 10-step “how-to” guide to enable GBS organizations to deliver disrupting innovations. #BetterWorkingWorld,70001932,+0530,[],['betterworkingworld'],0,6,1,0
1329091998146433024,eynews,2020-11-18,21:30:00,Political risk is central to the world beyond #COVID19. Leaders need to think now about how to address geostrategic risks to reframe the future of their organizations. #ReframeYourFuture #BetterWorkingWorld,70001932,+0530,[],"['covid19', 'reframeyourfuture', 'betterworkingworld']",0,14,4,0
1328971202874884096,eynews,2020-11-18,13:30:00,Simple behavioral techniques can go a long way toward keeping workers safe and ensuring business continuity. Discover how can you re-open in a sustainable way. #BetterWorkingWorld,70001932,+0530,[],['betterworkingworld'],0,9,1,0
1328729617096531974,eynews,2020-11-17,21:30:01,How can your organization reframe its future?  Explore our enterprise resilience model to help you rethink your strategy and generate future growth. #ReframeYourFuture,70001932,+0530,[],['reframeyourfuture'],0,15,2,0
1328608813939912705,eynews,2020-11-17,13:30:00,There is no question that COVID-19 accelerated new priorities for many companies. Find out how #CMOs can reframe the future of their organizations - creating lasting value and better outcomes. #BetterWorkingWorld,70001932,+0530,[],"['cmos', 'betterworkingworld']",0,13,1,0
1328337028648480769,eynews,2020-11-16,19:30:01,"This time of disruption is also a time of opportunity. By looking ahead through a new, transformative lens, you can #ReframeYourFuture.",70001932,+0530,[],['reframeyourfuture'],5,22,9,5
1328246429958062080,eynews,2020-11-16,13:30:01,Government interventions are driving the economic recovery. Companies should adjust their Asia strategies to incorporate political risk management. #BetterWorkingWorld,70001932,+0530,[],['betterworkingworld'],0,22,3,0
